ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11243494,JB168634,11/15/2017 19:16,097XX S AVENUE J,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,432,4,10,52,11,,,2017,3/1/2018 15:54,,,
2370646,HH676216,9/26/2002 13:30,034XX W 79TH ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,835,8,18,70,08B,,,2002,8/17/2015 15:03,,,
2378227,HH686534,10/1/2002 19:00,022XX W NORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1424,14,1,24,7,,,2002,8/17/2015 15:03,,,
11030881,JA362444,7/8/2017 18:00,003XX E OHIO ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,,,2017,7/26/2017 15:56,,,
11031104,JA362043,7/24/2008 0:01,031XX W FILLMORE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,TRUE,1134,11,24,29,17,,,2008,7/26/2017 15:56,,,
11031226,JA362537,8/4/2009 12:00,073XX S YATES BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,334,3,7,43,11,,,2009,7/26/2017 15:56,,,
11227476,JB147378,12/18/2017 12:00,053XX N LINDER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,FALSE,FALSE,1623,16,45,11,11,,,2017,2/13/2018 15:56,,,
2439013,HH761070,11/5/2002 16:40,063XX S ROCKWELL ST,031A,ROBBERY,ARMED: HANDGUN,STREET,TRUE,FALSE,825,8,15,66,3,,,2002,8/17/2015 15:03,,,
11030960,JA363404,1/1/2009 0:00,007XX W 81ST ST,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,TRUE,FALSE,621,6,21,71,2,,,2009,10/28/2017 15:50,,,
11044965,JA379380,6/28/2013 12:00,020XX N MILWAUKEE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1431,14,1,22,11,,,2013,8/7/2017 15:52,,,
10751224,HZ513641,1/1/2012 8:00,010XX S MAYFIELD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,1513,15,29,25,20,,,2012,7/27/2017 15:50,,,
11228873,JB149562,7/1/2017 0:00,019XX W ROSCOE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1922,19,32,5,11,,,2017,2/13/2018 15:58,,,
11634189,JC199039,2/13/2017 12:00,055XX W QUINCY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1522,15,29,25,11,,,2017,3/26/2019 16:15,,,
11634845,JC199901,12/30/2018 16:00,077XX W CLARENCE AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1612,16,41,10,6,,,2018,3/26/2019 16:15,,,
11228656,JB149151,1/1/2017 6:00,081XX S ELLIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,631,6,8,44,11,,,2017,2/13/2018 15:58,,,
11228801,JB149421,12/1/2016 0:01,060XX S PRAIRIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,311,3,20,40,11,,,2016,2/13/2018 15:58,,,
11630494,JC194484,3/19/2019 16:30,040XX W FOSTER AVE,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,FALSE,FALSE,1712,17,39,13,6,,,2019,3/26/2019 16:15,,,
11478271,JB469876,10/10/2018 11:00,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2018,3/26/2019 16:15,,,
11228690,JB149220,6/30/2017 0:00,001XX N CENTRAL AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,TRUE,FALSE,1523,15,29,25,26,,,2017,3/6/2018 15:56,,,
11634438,JC199415,1/12/2016 8:00,114XX S DAVOL ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2234,22,34,75,6,,,2016,3/26/2019 16:15,,,
11634169,JC199030,12/5/2017 12:00,058XX S STATE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,232,2,20,40,11,,,2017,3/26/2019 16:15,,,
11229320,JB150109,9/29/2017 18:30,058XX N CUMBERLAND AVE,820,THEFT,$500 AND UNDER,CTA STATION,FALSE,FALSE,1614,16,41,76,6,,,2017,2/13/2018 15:58,,,
11228723,JB149162,11/1/2017 6:00,016XX W AINSLIE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,2032,20,47,3,11,,,2017,2/13/2018 15:58,,,
11228897,JB149633,9/1/2017 8:00,022XX N LOCKWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,2515,25,37,19,11,,,2017,2/13/2018 15:58,,,
11634070,JC198892,6/23/2018 14:00,015XX S CHRISTIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1021,10,24,29,11,,,2018,3/26/2019 16:15,,,
11228780,JB149380,11/23/2017 12:30,007XX N AVERS AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1112,11,27,23,5,,,2017,2/13/2018 15:58,,,
11634283,JC199209,1/1/2015 10:00,060XX S THROOP ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,713,7,16,67,11,,,2015,3/26/2019 16:15,,,
11228908,JB149546,8/9/2017 22:55,063XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,FALSE,FALSE,2433,24,49,77,14,,,2017,2/13/2018 15:58,,,
11630497,JC193763,3/19/2019 9:00,015XX W 17TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1233,12,25,31,6,,,2019,3/26/2019 16:15,,,
11229073,JB149473,9/13/2017 13:40,031XX W AUGUSTA BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1211,12,26,23,11,,,2017,2/13/2018 15:58,,,
11229204,JB149993,4/1/2016 0:00,005XX N KINGSBURY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1831,18,42,8,11,,,2016,2/17/2018 15:52,,,
11478279,JB469850,10/10/2018 10:30,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2018,3/26/2019 16:15,,,
11244118,JB169797,12/23/2017 9:00,006XX E 91ST PL,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,633,6,6,44,6,,,2017,3/2/2018 15:54,,,
11042749,JA376537,8/3/2017 21:00,003XX E RANDOLPH ST,810,THEFT,OVER $500,OTHER,FALSE,FALSE,114,1,42,32,6,,,2017,8/10/2017 15:56,,,
11244818,JB170715,12/29/2017 12:00,036XX N LAKE SHORE DR,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,1925,19,46,6,10,,,2017,3/2/2018 15:54,,,
11634295,JC199145,9/4/2017 8:00,012XX N MONTICELLO AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2535,25,26,23,17,,,2017,3/26/2019 16:15,,,
11228685,JB149208,1/1/2017 12:00,108XX S FOREST AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,513,5,9,49,11,,,2017,2/13/2018 15:58,,,
11228964,JB149656,12/24/2017 2:00,005XX S STATE ST,330,ROBBERY,AGGRAVATED,CONVENIENCE STORE,FALSE,FALSE,123,1,2,32,3,,,2017,2/13/2018 15:58,,,
11228710,JB149234,3/27/2017 0:01,031XX W AUGUSTA BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1211,12,26,23,11,,,2017,2/13/2018 15:58,,,
11634321,JC199340,11/18/2018 19:00,022XX N MENARD AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2515,25,36,19,6,,,2018,3/26/2019 16:15,,,
11634570,JC199511,12/1/2018 0:01,034XX W 85TH ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,834,8,18,70,6,,,2018,3/26/2019 16:15,,,
11228889,JB149527,11/1/2017 0:01,076XX S CLYDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,414,4,8,43,26,,,2017,2/13/2018 15:58,,,
11228628,JB149091,11/22/2017 0:01,080XX S MANISTEE AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,FALSE,FALSE,422,4,7,46,26,,,2017,2/13/2018 15:58,,,
11025521,JA356285,7/20/2017 4:15,011XX W WOLFRAM ST,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1933,19,44,6,6,,,2017,7/27/2017 15:50,,,
11229067,JB149469,8/12/2017 14:45,043XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,215,2,3,38,11,,,2017,2/13/2018 15:58,,,
11228887,JB149545,12/29/2017 17:00,087XX S ASHLAND AVE,810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,2221,22,21,71,6,,,2017,2/13/2018 15:58,,,
11229088,JB149417,5/16/2017 12:20,011XX W PRATT BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,2431,24,49,1,11,,,2017,2/13/2018 15:58,,,
11229244,JB150022,12/16/2017 9:30,028XX W SUMMERDALE AVE,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2011,20,40,4,08A,,,2017,2/13/2018 15:58,,,
11229066,JB149425,6/1/2014 0:00,079XX S DREXEL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,624,6,8,44,11,,,2014,2/13/2018 15:58,,,
11224569,JB143064,2/6/2018 8:01,035XX S ARCHER AVE,560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,912,9,11,59,08A,,,2018,2/13/2018 15:58,,,
11228877,JB149540,10/23/2017 16:00,066XX N MAPLEWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,2412,24,50,2,11,,,2017,2/13/2018 15:58,,,
11228666,JB149148,1/1/2013 0:01,060XX W BYRON ST,266,CRIM SEXUAL ASSAULT,PREDATORY,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1633,16,38,17,2,,,2013,2/13/2018 15:58,,,
11228645,JB149128,9/14/2015 0:01,021XX N MOODY AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,FALSE,2512,25,29,19,20,,,2015,2/13/2018 15:58,,,
11228604,JB149032,12/14/2017 18:30,063XX S STONY ISLAND AVE,810,THEFT,OVER $500,ATHLETIC CLUB,FALSE,FALSE,314,3,20,42,6,,,2017,2/13/2018 15:58,,,
11038887,JA372625,8/1/2017 6:30,017XX W ESTES AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2423,24,49,1,6,,,2017,8/8/2017 15:53,,,
11228900,JB149617,9/12/2017 9:00,065XX W ADDISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1632,16,36,17,11,,,2017,2/13/2018 15:58,,,
11031460,JA363955,7/20/2014 23:00,014XX W FILLMORE ST,810,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,1231,12,2,28,6,,,2014,7/27/2017 15:50,,,
11032112,JA364633,10/1/2012 0:00,002XX W WASHINGTON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,122,1,42,32,11,,,2012,7/27/2017 15:50,,,
9617239,HX123401,1/22/2014 6:00,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2014,7/29/2017 15:52,,,
11029129,JA361175,4/8/2015 0:00,020XX W DIVISION ST,860,THEFT,RETAIL THEFT,RESTAURANT,FALSE,FALSE,1212,12,1,24,6,,,2015,7/27/2017 15:47,,,
10917482,HX386010,8/13/2014 14:00,010XX N SPRINGFIELD AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1112,11,27,23,6,,,2014,7/28/2017 15:47,,,
4227855,HL534770,8/7/2005 7:15,019XX N CENTRAL AV OVERPASS,810,THEFT,OVER $500,STREET,FALSE,FALSE,2515,25,29,25,6,,,2005,8/17/2015 15:03,,,
11040127,JA374003,8/1/2017 9:00,003XX W ADAMS ST,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,122,1,2,32,6,,,2017,8/8/2017 15:53,,,
11243401,JB168974,4/1/2017 0:01,019XX W CERMAK RD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,FALSE,FALSE,1034,10,25,31,11,,,2017,3/2/2018 15:52,,,
11244115,JB169766,12/5/2017 12:00,023XX S MILLARD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,1013,10,22,30,11,,,2017,3/2/2018 15:54,,,
11243981,JB168512,1/28/2014 12:00,008XX W 53RD PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,934,9,20,61,11,,,2014,3/2/2018 15:54,,,
11045871,JA380971,1/2/2009 16:00,028XX S DR MARTIN LUTHER KING JR DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,133,1,4,35,11,,,2009,8/8/2017 15:53,,,
11045983,JA380937,1/1/2015 12:00,013XX W 108TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2234,22,34,75,11,,,2015,8/8/2017 15:53,,,
11046208,JA381395,2/23/2015 0:01,017XX W 106TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,TRUE,2212,22,19,72,11,,,2015,8/8/2017 15:53,,,
11046486,JA381629,7/7/2017 14:00,050XX S HERMITAGE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,931,9,16,61,11,,,2017,8/8/2017 15:53,,,
11046500,JA381584,7/30/2017 0:00,012XX E 46TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,222,2,4,39,14,,,2017,8/8/2017 15:53,,,
11175609,JA537529,11/20/2017 18:20,057XX S CICERO AVE,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,TRUE,FALSE,813,8,23,56,18,,,2017,3/3/2018 15:51,,,
11047107,JA382265,4/3/2015 12:00,047XX S PRAIRIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,224,2,3,38,11,,,2015,8/8/2017 15:53,,,
11046665,JA381950,1/1/2009 0:00,032XX W 65TH ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,831,8,17,66,17,,,2009,11/10/2018 16:02,,,
1978274,HH172646,1/22/2002 12:00,032XX W 36 ST,810,THEFT,OVER $500,OTHER,FALSE,FALSE,913,9,,,6,,,2002,8/17/2015 15:03,,,
9745335,HX369977,8/1/2014 19:42,001XX E 60TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,311,3,20,40,18,,,2014,8/8/2017 15:52,,,
10895018,HX258746,5/12/2014 12:55,041XX W ADAMS ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,FALSE,FALSE,1115,11,28,26,26,,,2014,8/9/2017 15:51,,,
10899182,HW182708,3/6/2013 14:15,002XX N PULASKI RD,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,SMALL RETAIL STORE,FALSE,FALSE,1122,11,28,26,13,,,2013,8/9/2017 15:51,,,
11244745,JB170604,8/17/2017 9:00,064XX S DR MARTIN LUTHER KING JR DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,ANIMAL HOSPITAL,FALSE,FALSE,312,3,20,69,11,,,2017,3/2/2018 15:54,,,
11229791,JB150622,10/18/2017 9:00,066XX S GREENWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,321,3,5,42,11,,,2017,2/14/2018 15:52,,,
11229652,JB146448,1/1/2008 0:01,018XX N KEELER AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,2534,25,30,20,2,,,2008,2/14/2018 15:52,,,
11229887,JB150696,12/3/2017 19:00,009XX N CAMPBELL AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1212,12,1,24,08A,,,2017,2/14/2018 15:52,,,
11229724,JB150683,9/30/2017 18:00,012XX W ALBION AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2432,24,49,1,6,,,2017,2/14/2018 15:52,,,
11229470,JB150351,12/26/2017 12:00,061XX S KIMBARK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,314,3,20,42,11,,,2017,2/14/2018 15:52,,,
11230062,JB150851,12/9/2017 23:59,024XX S ST LOUIS AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,1024,10,22,30,17,,,2017,2/14/2018 15:52,,,
11046506,JA381704,8/5/2017 8:00,003XX E RANDOLPH ST,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,114,1,42,32,6,,,2017,8/12/2017 15:49,,,
11230302,JB151545,2/14/2017 0:01,109XX S VERNON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,513,5,9,49,11,,,2017,2/14/2018 15:52,,,
11229896,JB150562,10/1/2017 12:00,005XX E 32ND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,211,2,4,35,11,,,2017,2/14/2018 15:52,,,
11230012,JB151086,12/9/2017 18:30,078XX S EXCHANGE AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",SMALL RETAIL STORE,FALSE,FALSE,421,4,7,43,11,,,2017,2/14/2018 15:52,,,
11229972,JB150927,1/23/2018 22:26,009XX W DIVERSEY PKWY,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1935,19,43,7,11,,,2018,2/14/2018 15:52,,,
10426681,HZ164426,1/1/2009 0:00,051XX S HONORE ST,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,TRUE,TRUE,932,9,16,61,2,,,2009,3/27/2019 16:03,,,
11229685,JB150530,1/1/2014 12:00,026XX W 15TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1023,10,28,29,11,,,2014,2/16/2018 15:51,,,
11229815,JB150647,10/4/2017 0:01,012XX W VAN BUREN ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1231,12,2,28,11,,,2017,2/14/2018 15:52,,,
11229497,JB150308,12/29/2017 15:00,030XX N HAMILTON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1931,19,32,5,11,,,2017,2/14/2018 15:52,,,
11230193,JB151163,1/1/2014 0:01,054XX S CORNELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,234,2,5,41,11,,,2014,2/14/2018 15:52,,,
11032940,JA365596,7/10/2009 9:00,038XX W HURON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1122,11,27,23,11,,,2009,7/28/2017 15:47,,,
11032965,JA365847,4/15/2015 9:00,015XX W 117TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,524,5,34,53,11,,,2015,7/28/2017 15:47,,,
11226269,JB145700,2/7/2018 18:00,016XX W GARFIELD BLVD,810,THEFT,OVER $500,CTA BUS,FALSE,FALSE,932,9,16,61,6,,,2018,2/14/2018 15:52,,,
11033011,JA365922,1/1/2010 12:00,053XX S HARPER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,234,2,4,41,11,,,2010,7/28/2017 15:47,,,
11229630,JB150531,3/15/2016 0:00,020XX W CORTLAND ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1434,14,32,22,11,,,2016,2/14/2018 15:52,,,
11033222,JA365934,5/26/2015 21:25,069XX S SOUTH SHORE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,331,3,5,43,11,,,2015,7/28/2017 15:47,,,
11033227,JA365691,7/10/2017 18:15,021XX W CONCORD PL,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1434,14,32,24,6,,,2017,7/28/2017 15:47,,,
11229536,JB150371,6/30/2013 13:00,060XX N AVONDALE AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1612,16,41,10,6,,,2013,2/14/2018 15:52,,,
11229840,JB150864,5/1/2017 12:00,0000X E MONROE ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,112,1,42,32,5,,,2017,2/14/2018 15:52,,,
11229533,JB150285,12/8/2017 9:00,050XX W HUTCHINSON ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1624,16,45,15,6,,,2017,2/14/2018 15:52,,,
11229785,JB150818,12/28/2017 9:00,073XX S DORCHESTER AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,FALSE,FALSE,324,3,5,43,10,,,2017,2/14/2018 15:52,,,
11230118,JB151212,11/22/2017 21:08,003XX W 79TH ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,TRUE,FALSE,623,6,17,44,10,,,2017,3/1/2018 15:52,,,
11043834,JA377958,8/2/2017 6:02,004XX W ALDINE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1925,19,44,6,11,,,2017,8/9/2017 15:51,,,
11635058,JC200092,11/26/2018 0:01,035XX N BROADWAY,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,FALSE,FALSE,1925,19,46,6,11,,,2018,3/27/2019 16:10,,,
11244018,JB146470,1/1/2017 0:01,004XX N DRAKE AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,FALSE,FALSE,1123,11,27,23,17,,,2017,3/2/2018 15:54,,,
11244856,JB170697,12/30/2017 12:00,037XX W 78TH ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,833,8,18,70,6,,,2017,3/2/2018 15:54,,,
11229699,JB150633,12/21/2017 13:19,086XX S DORCHESTER AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,TRUE,FALSE,412,4,8,45,10,,,2017,4/5/2020 15:44,,,
11229647,JB149382,4/1/2017 0:01,020XX W TOUHY AVE,266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,FALSE,2424,24,49,1,2,,,2017,4/16/2020 15:45,,,
11196021,JA549980,12/15/2017 6:15,037XX W CERMAK RD,2022,NARCOTICS,POSS: COCAINE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1014,10,24,29,18,,,2017,3/3/2018 15:51,,,
11027485,JA358748,11/15/2007 0:00,115XX S WENTWORTH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,522,5,34,53,11,,,2007,7/29/2017 15:56,,,
11174648,JA529390,11/29/2017 10:00,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2017,3/3/2018 15:51,,,
5253983,HM665450,10/17/2006 13:05,052XX W HURON ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,1524,15,28,25,18,,,2006,8/17/2015 15:03,,,
11244245,JB167262,10/10/2017 19:27,085XX S CARPENTER ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,613,6,21,71,6,,,2017,3/2/2018 15:54,,,
11047604,JA382838,1/1/2009 0:00,029XX S STATE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,133,1,3,35,11,,,2009,8/9/2017 15:51,,,
5145265,HM742840,10/1/2005 9:00,035XX W CERMAK RD,810,THEFT,OVER $500,OTHER,TRUE,FALSE,1024,10,22,30,6,,,2005,8/17/2015 15:03,,,
11244429,JB169551,12/5/2017 11:10,004XX W 97th st,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2223,22,21,73,6,,,2017,3/2/2018 15:54,,,
11244257,JB169993,1/1/2017 0:01,056XX S SAWYER AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,FALSE,TRUE,822,8,14,63,2,,,2017,4/18/2018 15:52,,,
11047839,JA382325,7/13/2011 21:00,002XX E ONTARIO ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1834,18,42,8,11,,,2011,8/9/2017 15:51,,,
